S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
CH35,22/08/2019,543.1716,22606,114,4.764663158,198.2982,Santa Anita,GDL
CH36,22/08/2019,1356.899,40962,250,5.427596,163.848,Sendero,MTY
CH38,22/08/2019,508.3435,17260,79,6.434727848,218.481,Tijuana II,TIJ
CH39,22/08/2019,942.5433,35838,189,4.987001587,189.619,Torreón I,TOR
CH40,22/08/2019,1247.873,54571,289,4.317899654,188.827,Torres,MTY
CH41,22/08/2019,1109.9486,33839,133,8.345478195,254.4286,Tuxtla Gutiérrez,CP
CH42,22/08/2019,1075.2354,46490,188,5.719337234,247.2872,Xalapa Las Américas,VER
CH44,22/08/2019,1217.696,23234,99,12.2999596,234.6869,Tampico,TAM
CH45,22/08/2019,965.1317,25617,102,9.46207549,251.1471,Torreón II,TOR
CH46,22/08/2019,1247.607,56973,304,4.103970395,187.4112,Anáhuac,MTY
CH47,22/08/2019,933.403,29567,195,4.786682051,151.6256,Avanta,MTY
CH49,22/08/2019,1404.8547,52865,264,5.321419318,200.2462,Mérida,YUC
CH50,22/08/2019,349.8273,50597,247,1.416304858,204.8462,Mérida Altabrisa,YUC
CH51,22/08/2019,563.7781,61670,301,1.873016944,204.8837,Mérida Galerías,YUC
CH52,22/08/2019,1518.1134,31425,138,11.00082174,227.7174,Veracruz Boca del Río,VER
CH53,22/08/2019,1337.3485,48946,230,5.814558696,212.8087,Villahermosa,TAB
CH54,22/08/2019,1313.2772,37692,203,6.469345813,185.6749,Villahermosa II,TAB
CH55,22/08/2019,465.5666,25156,104,4.476601923,241.8846,Tlaxcala,TLX
CH56,22/08/2019,659.2609,30468,141,4.67560922,216.0851,Tuxtla II,CP
CH57,22/08/2019,793.5859,37351,162,4.898678395,230.5617,Silao,GTO
CH58,22/08/2019,689.2089,23029,110,6.265535455,209.3545,Chihuahua III,CHI
CH59,22/08/2019,749.388,27640,165,4.541745455,167.5152,Apodaca II,MTY
CH61,22/08/2019,1479.088,36334,191,7.74391623,190.2304,MTY Nuevo Sur,MTY
CH62,22/08/2019,424.964,9747,54,7.869703704,180.5,Chili's Ciudadela,GDL
CH63,22/08/2019,723.3535,45834,224,3.229256696,204.6161,Galerías Celaya,GTO
CH64,22/08/2019,408.744,39617,174,2.349103448,227.6839,Chili's Plaza Aurora,MTY
WIN01,22/08/2019,823.088,61406,343,2.399673469,179.0262,Wing's Boulevard,CDMX
ELA01,22/08/2019,1737.39,96825,287,6.053623693,337.3693,Restaurante El Lago,CDMX
OLG01,22/08/2019,1044.552,50303,203,5.145576355,247.798,Olive Garden Reforma,CDMX
OLG02,22/08/2019,725.336,31475,158,4.590734177,199.2089,Olive Garden Santa Fe,CDMX
OLG03,22/08/2019,1235.7229,47899,232,5.32639181,206.4612,Olive Garden Cancún,YUC
OLG04,22/08/2019,912.959,31956,129,7.07720155,247.7209,Olive Garden Querétaro,QRO
TCG01,22/08/2019,1468.9,215590,186,7.897311828,1159.086,The Capital Grille,CDMX
TCG02,22/08/2019,1614.267,75618,92,17.54638043,821.9348,The Capital Grille Mty,MTY
DT01,22/08/2019,801.882,39249,87,9.217034483,451.1379,Destilería Cancún,YUC
DT02,22/08/2019,540.249,54676,202,2.6745,270.6733,Destilería Reforma,CDMX
CH01,23/08/2019,946.0001,46085,209,4.526316268,220.5024,Aguascalientes I,AGS
CH02,23/08/2019,693.4392,31257,142,4.883374648,220.1197,Aguascalientes II,AGS
CH03,23/08/2019,1487.932,62177,282,5.27635461,220.4858,Apodaca,MTY
CH04,23/08/2019,1079.605,55835,259,4.168359073,215.5792,Centro Magno,GDL
CH05,23/08/2019,912.1043,39598,162,5.630273457,244.4321,Chihuahua I,CHI
CH06,23/08/2019,787.144,43111,191,4.121172775,225.712,Chihuahua II,CHI
CH07,23/08/2019,1357.039,78704,344,3.944880814,228.7907,Churubusco,MTY
CH08,23/08/2019,1230.646,62979,280,4.395164286,224.925,Cintermex,MTY
CH09,23/08/2019,1095.3983,40592,167,6.559271257,243.0659,Ciudad del Carmen,CAM
CH10,23/08/2019,1375.699,61864,304,4.525325658,203.5,Contry,MTY
CH11,23/08/2019,459.3748,56473,228,2.014801754,247.6886,El Salto,GDL
CH12,23/08/2019,1371.6507,22989,92,14.90924674,249.8804,Forum Cancún,CUN
CH13,23/08/2019,780.2295,45719,198,3.94055303,230.904,Forum Tepic,TEP
CH14,23/08/2019,705.4298,48946,215,3.281068837,227.6558,Forum Tlaquepaque,GDL
CH15,23/08/2019,956.9982,75980,325,2.944609846,233.7846,Galerías Gdl,GDL
CH16,23/08/2019,1064.748,70231,334,3.187868263,210.2725,Galerías Mty,MTY
CH17,23/08/2019,617.0436,37622,185,3.335370811,203.3622,Puerto Vallarta,JAL
CH18,23/08/2019,1026.4255,56484,250,4.105702,225.936,Gran Plaza,GDL
CH20,23/08/2019,788.1552,91057,420,1.87656,216.8024,León I,GTO
CH21,23/08/2019,770.4959,32435,124,6.213676613,261.5726,León II,GTO
CH22,23/08/2019,462.4007,30187,121,3.821493388,249.4793,León III,GTO
CH23,23/08/2019,1653.8758,65827,280,5.906699286,235.0964,Malecón Cancún,CUN
CH25,23/08/2019,526.5021,36485,155,3.396787742,235.3871,Morelia,MIC
CH26,23/08/2019,1098.878,99280,433,2.53782448,229.2841,Plaza Andares,GDL
CH27,23/08/2019,305.6298,38184,185,1.652052973,206.4,Plaza del Sol,GDL
CH28,23/08/2019,1472.023,73468,333,4.420489489,220.6246,Plaza La Rioja,MTY
CH29,23/08/2019,794.572,65248,294,2.70262585,221.932,Plaza San Agustín,MTY
CH30,23/08/2019,1232.9157,34629,128,9.632153906,270.5391,Reynosa,REY
CH31,23/08/2019,529.092,31505,143,3.699944056,220.3147,Saltillo,SAL
CH32,23/08/2019,313.0738,26180,109,2.872236697,240.1835,San Luis Potosí I,SLP
CH33,23/08/2019,610.5696,52113,207,2.949611594,251.7536,San Luis Potosí II,SLP
CH35,23/08/2019,703.4503,21657,98,7.178064286,220.9898,Santa Anita,GDL
CH36,23/08/2019,1303.854,67712,315,4.139219048,214.9587,Sendero,MTY
CH38,23/08/2019,561.0197,30740,130,4.315536154,236.4615,Tijuana II,TIJ
CH39,23/08/2019,915.8544,39435,175,5.233453714,225.3429,Torreón I,TOR
CH40,23/08/2019,1364.997,77136,366,3.7295,210.7541,Torres,MTY
CH41,23/08/2019,1135.6653,37212,158,7.187755063,235.519,Tuxtla Gutiérrez,CP
CH42,23/08/2019,1028.478,59648,263,3.910562738,226.7985,Xalapa Las Américas,VER
CH44,23/08/2019,1401.7761,42788,188,7.456255851,227.5957,Tampico,TAM
CH45,23/08/2019,970.4415,52378,221,4.391138009,237.0045,Torreón II,TOR
CH46,23/08/2019,1185.288,86937,427,2.775850117,203.5995,Anáhuac,MTY
CH47,23/08/2019,931.77,56272,250,3.72708,225.088,Avanta,MTY
CH49,23/08/2019,1279.1478,50866,207,6.179457971,245.7295,Mérida,YUC
CH50,23/08/2019,726.9696,63248,290,2.506791724,218.0966,Mérida Altabrisa,YUC
CH51,23/08/2019,603.1545,72517,337,1.789775964,215.184,Mérida Galerías,YUC
CH52,23/08/2019,1307.1224,37666,169,7.734452071,222.8757,Veracruz Boca del Río,VER
CH53,23/08/2019,1357.5356,40855,182,7.458986813,224.478,Villahermosa,TAB
CH54,23/08/2019,1421.8724,50825,202,7.038972277,251.6089,Villahermosa II,TAB
CH55,23/08/2019,488.9002,37150,155,3.154194839,239.6774,Tlaxcala,TLX
CH56,23/08/2019,778.7882,23441,102,7.635178431,229.8137,Tuxtla II,CP
CH57,23/08/2019,844.5145,48697,205,4.119582927,237.5463,Silao,GTO
CH58,23/08/2019,672.0093,33836,159,4.226473585,212.805,Chihuahua III,CHI
CH59,23/08/2019,753.051,44825,209,3.603114833,214.4737,Apodaca II,MTY
CH61,23/08/2019,1481.944,56530,242,6.123735537,233.595,MTY Nuevo Sur,MTY
CH62,23/08/2019,525.021,12990,59,8.898661017,220.1695,Chili's Ciudadela,GDL
CH63,23/08/2019,850.2576,57852,254,3.347470866,227.7638,Galerías Celaya,GTO
CH64,23/08/2019,412.66,50161,222,1.858828829,225.9505,Chili's Plaza Aurora,MTY
WIN01,23/08/2019,671.524,92290,374,1.795518717,246.7647,Wing's Boulevard,CDMX
ELA01,23/08/2019,1242.647,63846,130,9.558823077,491.1231,Restaurante El Lago,CDMX
OLG01,23/08/2019,980.316,73725,273,3.590901099,270.0549,Olive Garden Reforma,CDMX
OLG02,23/08/2019,817.004,31790,145,5.634510345,219.2414,Olive Garden Santa Fe,CDMX
OLG03,23/08/2019,1337.3351,61898,270,4.953092963,229.2519,Olive Garden Cancún,YUC
OLG04,23/08/2019,878.068,38534,150,5.853786667,256.8933,Olive Garden Querétaro,QRO
TCG01,23/08/2019,1330.617,111364,111,11.98754054,1003.2793,The Capital Grille,CDMX
TCG02,23/08/2019,1683.2,122489,121,13.9107438,1012.3058,The Capital Grille Mty,MTY
DT01,23/08/2019,903.376,61808,100,9.03376,618.08,Destilería Cancún,YUC
DT02,23/08/2019,620.666,74099,215,2.886818605,344.6465,Destilería Reforma,CDMX
CH01,24/08/2019,968.4639,78378,362,2.675314641,216.5138,Aguascalientes I,AGS
CH02,24/08/2019,630.633,23848,121,5.211842975,197.0909,Aguascalientes II,AGS
CH03,24/08/2019,1455.195,35854,163,8.927576687,219.9632,Apodaca,MTY
CH04,24/08/2019,801.2649,63664,293,2.734692491,217.2833,Centro Magno,GDL
CH05,24/08/2019,968.6651,36725,165,5.870697576,222.5758,Chihuahua I,CHI
CH06,24/08/2019,837.0152,68564,316,2.648782278,216.9747,Chihuahua II,CHI
CH07,24/08/2019,1288.991,79126,365,3.531482192,216.7836,Churubusco,MTY
CH08,24/08/2019,1287.014,56017,290,4.43797931,193.1621,Cintermex,MTY
CH09,24/08/2019,971.0221,15898,83,11.69906145,191.5422,Ciudad del Carmen,CAM
CH10,24/08/2019,1388.18,79256,385,3.605662338,205.8597,Contry,MTY
CH11,24/08/2019,841.0541,49253,220,3.822973182,223.8773,El Salto,GDL
CH12,24/08/2019,1241.5923,25367,99,12.54133636,256.2323,Forum Cancún,CUN
CH13,24/08/2019,860.5137,63826,297,2.897352525,214.9024,Forum Tepic,TEP
CH14,24/08/2019,1138.3467,77716,364,3.127326099,213.5055,Forum Tlaquepaque,GDL
CH15,24/08/2019,1032.7441,151796,687,1.503266521,220.9549,Galerías Gdl,GDL
CH16,24/08/2019,1335.71,116884,552,2.419764493,211.7464,Galerías Mty,MTY
CH17,24/08/2019,651.7449,54655,241,2.704335685,226.7842,Puerto Vallarta,JAL
CH18,24/08/2019,984.066,73076,366,2.688704918,199.6612,Gran Plaza,GDL
CH20,24/08/2019,967.5871,113726,527,1.836028653,215.7989,León I,GTO
CH21,24/08/2019,795.0866,44490,206,3.859643689,215.9709,León II,GTO
CH22,24/08/2019,859.0146,65064,300,2.863382,216.88,León III,GTO
CH23,24/08/2019,1754.5983,84195,397,4.419643073,212.0781,Malecón Cancún,CUN
CH25,24/08/2019,627.3112,46543,209,3.001488995,222.6938,Morelia,MIC
CH26,24/08/2019,1220.8556,133016,613,1.99160783,216.9918,Plaza Andares,GDL
CH27,24/08/2019,433.7858,57236,277,1.566013718,206.6282,Plaza del Sol,GDL
CH28,24/08/2019,1376.94,82837,417,3.302014388,198.6499,Plaza La Rioja,MTY
CH29,24/08/2019,865.189,93851,470,1.84082766,199.683,Plaza San Agustín,MTY
CH30,24/08/2019,1283.0068,62092,239,5.368229289,259.7992,Reynosa,REY
CH31,24/08/2019,839.007,32410,158,5.310170886,205.1266,Saltillo,SAL
CH32,24/08/2019,598.7255,20639,94,6.369420213,219.5638,San Luis Potosí I,SLP
CH33,24/08/2019,620.5608,41795,197,3.150054822,212.1574,San Luis Potosí II,SLP
CH35,24/08/2019,836.6991,30910,161,5.19688882,191.9876,Santa Anita,GDL
CH36,24/08/2019,1323.99,72678,366,3.617459016,198.5738,Sendero,MTY
CH38,24/08/2019,659.1949,29254,134,4.919364925,218.3134,Tijuana II,TIJ
CH39,24/08/2019,1190.2375,68043,331,3.595883686,205.568,Torreón I,TOR
CH40,24/08/2019,1426.971,86477,409,3.48892665,211.4352,Torres,MTY
CH41,24/08/2019,1080.5954,33627,167,6.470631138,201.3593,Tuxtla Gutiérrez,CP
CH42,24/08/2019,1213.294,101027,453,2.678353201,223.0177,Xalapa Las Américas,VER
CH44,24/08/2019,1659.7925,72841,333,4.984361862,218.7417,Tampico,TAM
CH45,24/08/2019,1170.8276,89470,422,2.774472986,212.0142,Torreón II,TOR
CH46,24/08/2019,1380.989,106573,522,2.645572797,204.1628,Anáhuac,MTY
CH47,24/08/2019,991.917,48867,246,4.032182927,198.6463,Avanta,MTY
CH49,24/08/2019,1337.1007,27467,135,9.90444963,203.4593,Mérida,YUC
CH50,24/08/2019,1580.9963,76088,372,4.249990054,204.5376,Mérida Altabrisa,YUC
CH51,24/08/2019,743.4272,89945,421,1.765860333,213.6461,Mérida Galerías,YUC
CH52,24/08/2019,1642.2817,46322,208,7.895585096,222.7019,Veracruz Boca del Río,VER
CH53,24/08/2019,1415.3387,33001,129,10.97161783,255.8217,Villahermosa,TAB
CH54,24/08/2019,1432.4036,66871,296,4.839201351,225.9155,Villahermosa II,TAB
CH55,24/08/2019,555.8071,49875,228,2.437750439,218.75,Tlaxcala,TLX
CH56,24/08/2019,841.6319,42683,202,4.166494554,211.302,Tuxtla II,CP
CH57,24/08/2019,587.8558,10228,45,13.06346222,227.2889,Silao,GTO
CH58,24/08/2019,888.1306,34150,185,4.800705946,184.5946,Chihuahua III,CHI
CH59,24/08/2019,772.155,46102,228,3.386644737,202.2018,Apodaca II,MTY
CH61,24/08/2019,1581.668,61247,297,5.325481481,206.2189,MTY Nuevo Sur,MTY
CH62,24/08/2019,606.446,39514,194,3.126010309,203.6804,Chili's Ciudadela,GDL
CH63,24/08/2019,881.8082,81418,362,2.435934254,224.9116,Galerías Celaya,GTO
CH64,24/08/2019,352.501,27634,149,2.365778523,185.4631,Chili's Plaza Aurora,MTY
WIN01,24/08/2019,819.884,80358,421,1.947467933,190.8741,Wing's Boulevard,CDMX
ELA01,24/08/2019,1980.248,246739,441,4.490358277,559.4989,Restaurante El Lago,CDMX
OLG01,24/08/2019,1014.363,90537,376,2.697773936,240.7899,Olive Garden Reforma,CDMX
OLG02,24/08/2019,893.343,50512,217,4.116788018,232.7742,Olive Garden Santa Fe,CDMX
OLG03,24/08/2019,1382.5085,78448,353,3.916454674,222.2323,Olive Garden Cancún,YUC
OLG04,24/08/2019,1030.77,77498,285,3.616736842,271.9228,Olive Garden Querétaro,QRO
TCG01,24/08/2019,1276.075,108821,99,12.88964646,1099.202,The Capital Grille,CDMX
TCG02,24/08/2019,1713.125,43444,29,59.07327586,1498.069,The Capital Grille Mty,MTY
DT01,24/08/2019,903.397,53803,76,11.88680263,707.9342,Destilería Cancún,YUC
DT02,24/08/2019,549.973,27250,87,6.321528736,313.2184,Destilería Reforma,CDMX
CH01,25/08/2019,1008.639,103406,482,2.092612033,214.5353,Aguascalientes I,AGS
CH02,25/08/2019,638.5404,40096,239,2.671717155,167.7657,Aguascalientes II,AGS
CH03,25/08/2019,1363.499,46587,202,6.74999505,230.6287,Apodaca,MTY
CH04,25/08/2019,1030.5106,61595,374,2.755375936,164.6925,Centro Magno,GDL
CH05,25/08/2019,1016.0737,45216,269,3.777225651,168.0892,Chihuahua I,CHI
CH06,25/08/2019,839.7396,76745,359,2.339107521,213.7744,Chihuahua II,CHI
CH07,25/08/2019,1295.33,79336,424,3.055023585,187.1132,Churubusco,MTY
CH08,25/08/2019,1191.977,49888,282,4.226868794,176.9078,Cintermex,MTY
CH09,25/08/2019,866.0834,17602,91,9.5174,193.4286,Ciudad del Carmen,CAM
CH10,25/08/2019,1393.599,77515,499,2.792783567,155.3407,Contry,MTY
CH11,25/08/2019,822.6955,52754,239,3.442240586,220.728,El Salto,GDL
CH12,25/08/2019,1402.3867,41219,182,7.705421429,226.478,Forum Cancún,CUN
CH13,25/08/2019,842.3858,95837,464,1.815486638,206.5453,Forum Tepic,TEP
CH14,25/08/2019,1209.4258,99026,469,2.578733049,211.1429,Forum Tlaquepaque,GDL
CH15,25/08/2019,1030.8567,133454,679,1.51819838,196.5449,Galerías Gdl,GDL
CH16,25/08/2019,1294.094,119224,619,2.090620355,192.6074,Galerías Mty,MTY
CH17,25/08/2019,660.6202,90089,431,1.532761485,209.0232,Puerto Vallarta,JAL
CH18,25/08/2019,1069.6861,92435,486,2.201000206,190.1955,Gran Plaza,GDL
CH20,25/08/2019,988.9589,145498,753,1.313358433,193.2244,León I,GTO
CH21,25/08/2019,832.8875,45044,256,3.253466797,175.9531,León II,GTO
CH22,25/08/2019,935.5669,97072,476,1.965476681,203.9328,León III,GTO
CH23,25/08/2019,1684.8657,102212,522,3.227712069,195.8084,Malecón Cancún,CUN
CH25,25/08/2019,606.9528,45749,276,2.199104348,165.7572,Morelia,MIC
CH26,25/08/2019,1255.5062,150056,818,1.534848655,183.4425,Plaza Andares,GDL
CH27,25/08/2019,396.555,84208,463,0.856490281,181.8747,Plaza del Sol,GDL
CH28,25/08/2019,1308.746,73945,431,3.036533643,171.5661,Plaza La Rioja,MTY
CH29,25/08/2019,830.104,109283,568,1.461450704,192.3996,Plaza San Agustín,MTY
CH30,25/08/2019,1260.1061,38798,186,6.774763978,208.5914,Reynosa,REY
CH31,25/08/2019,981.815,46189,241,4.073921162,191.6556,Saltillo,SAL
CH32,25/08/2019,612.1283,52213,382,1.602430105,136.6832,San Luis Potosí I,SLP
CH33,25/08/2019,544.6905,69765,369,1.476126016,189.065,San Luis Potosí II,SLP
CH35,25/08/2019,824.5349,39667,240,3.435562083,165.2792,Santa Anita,GDL
CH36,25/08/2019,1354.551,68758,415,3.263978313,165.6819,Sendero,MTY
CH38,25/08/2019,744.6438,38714,201,3.704695522,192.607,Tijuana II,TIJ
CH39,25/08/2019,1132.0719,90401,488,2.319819467,185.248,Torreón I,TOR
CH40,25/08/2019,1458.188,112945,603,2.418222222,187.3051,Torres,MTY
CH41,25/08/2019,1116.9099,39992,189,5.90957619,211.5979,Tuxtla Gutiérrez,CP
CH42,25/08/2019,1156.2409,98671,514,2.249495914,191.9669,Xalapa Las Américas,VER
CH44,25/08/2019,1647.6761,80269,391,4.214005371,205.2916,Tampico,TAM
CH45,25/08/2019,1220.1046,107423,507,2.406517949,211.8797,Torreón II,TOR
CH46,25/08/2019,1239.479,114288,630,1.967426984,181.4095,Anáhuac,MTY
CH47,25/08/2019,1063.838,68183,388,2.741850515,175.7294,Avanta,MTY
CH49,25/08/2019,1281.9283,37860,215,5.962457209,176.093,Mérida,YUC
CH50,25/08/2019,1645.4371,122201,642,2.562986137,190.3442,Mérida Altabrisa,YUC
CH51,25/08/2019,606.6273,128239,669,0.906767265,191.6876,Mérida Galerías,YUC
CH52,25/08/2019,1643.3577,43433,296,5.551884122,146.7331,Veracruz Boca del Río,VER
CH53,25/08/2019,1292.6578,43437,248,5.212329839,175.1492,Villahermosa,TAB
CH54,25/08/2019,1411.5821,74672,428,3.298089019,174.4673,Villahermosa II,TAB
CH55,25/08/2019,513.2024,36761,153,3.354264052,240.268,Tlaxcala,TLX
CH56,25/08/2019,958.7481,59735,263,3.645430038,227.1293,Tuxtla II,CP
CH57,25/08/2019,394.9552,9585,43,9.185004651,222.907,Silao,GTO
CH58,25/08/2019,1028.0454,43872,291,3.532802062,150.7629,Chihuahua III,CHI
CH59,25/08/2019,791.685,50003,381,2.077913386,131.2415,Apodaca II,MTY
CH61,25/08/2019,1491.115,48184,237,6.291624473,203.308,MTY Nuevo Sur,MTY
CH62,25/08/2019,529.704,33309,206,2.571378641,161.6942,Chili's Ciudadela,GDL
CH63,25/08/2019,950.7244,104211,520,1.828316154,200.4058,Galerías Celaya,GTO
CH64,25/08/2019,408.312,42799,223,1.830995516,191.9238,Chili's Plaza Aurora,MTY
WIN01,25/08/2019,947.393,76348,456,2.077616228,167.4298,Wing's Boulevard,CDMX
ELA01,25/08/2019,2095.606,150298,278,7.538151079,540.6403,Restaurante El Lago,CDMX
OLG01,25/08/2019,844.268,42125,170,4.966282353,247.7941,Olive Garden Reforma,CDMX
OLG02,25/08/2019,839.897,44961,201,4.17859204,223.6866,Olive Garden Santa Fe,CDMX
OLG03,25/08/2019,1441.012,95404,426,3.382657277,223.9531,Olive Garden Cancún,YUC
OLG04,25/08/2019,1180.437,83971,339,3.482115044,247.7021,Olive Garden Querétaro,QRO
TCG01,25/08/2019,1072.06,74151,78,13.74435897,950.6538,The Capital Grille,CDMX
TCG02,25/08/2019,1392.679,64931,87,16.0078046,746.3333,The Capital Grille Mty,MTY
DT01,25/08/2019,757.959,39318,77,9.843623377,510.6234,Destilería Cancún,YUC
DT02,25/08/2019,408.873,13876,50,8.17746,277.52,Destilería Reforma,CDMX
CH01,26/08/2019,702.3061,20748,93,7.551678495,223.0968,Aguascalientes I,AGS
CH02,26/08/2019,583.0211,26631,130,4.484777692,204.8538,Aguascalientes II,AGS
CH03,26/08/2019,1456.836,47016,195,7.470953846,241.1077,Apodaca,MTY
CH04,26/08/2019,724.1041,39984,190,3.811074211,210.4421,Centro Magno,GDL
CH05,26/08/2019,957.2489,27103,125,7.6579912,216.824,Chihuahua I,CHI
CH06,26/08/2019,710.1912,19051,90,7.891013333,211.6778,Chihuahua II,CHI
CH07,26/08/2019,1450.084,39966,170,8.529905882,235.0941,Churubusco,MTY
CH08,26/08/2019,1281.347,21021,88,14.56076136,238.875,Cintermex,MTY
CH09,26/08/2019,935.0494,20665,96,9.740097917,215.2604,Ciudad del Carmen,CAM
CH10,26/08/2019,1328.829,26889,124,10.7163629,216.8468,Contry,MTY
CH11,26/08/2019,857.9365,47391,215,3.990402326,220.4233,El Salto,GDL
CH12,26/08/2019,1275.4025,21483,81,15.74570988,265.2222,Forum Cancún,CUN
CH13,26/08/2019,766.6813,24123,112,6.84536875,215.3839,Forum Tepic,TEP
CH14,26/08/2019,1084.4796,30629,152,7.134734211,201.5066,Forum Tlaquepaque,GDL
CH15,26/08/2019,873.0184,24014,116,7.52602069,207.0172,Galerías Gdl,GDL
CH16,26/08/2019,1055.728,26519,133,7.937804511,199.391,Galerías Mty,MTY
CH17,26/08/2019,644.0428,22331,103,6.252842718,216.8058,Puerto Vallarta,JAL
CH18,26/08/2019,749.5163,26264,123,6.093628455,213.5285,Gran Plaza,GDL
CH20,26/08/2019,623.885,27448,140,4.456321429,196.0571,León I,GTO
CH21,26/08/2019,722.4203,25322,115,6.281915652,220.1913,León II,GTO
CH22,26/08/2019,734.4201,23667,109,6.737799083,217.1284,León III,GTO
CH23,26/08/2019,1208.2356,55696,246,4.911526829,226.4065,Malecón Cancún,CUN
CH25,26/08/2019,467.5436,11821,64,7.30536875,184.7031,Morelia,MIC
CH26,26/08/2019,975.8792,36429,171,5.706895906,213.0351,Plaza Andares,GDL
CH27,26/08/2019,304.4779,24391,113,2.69449469,215.8496,Plaza del Sol,GDL
CH28,26/08/2019,1245.383,31413,152,8.193309211,206.6645,Plaza La Rioja,MTY
CH29,26/08/2019,759.444,21877,114,6.661789474,191.9035,Plaza San Agustín,MTY
CH30,26/08/2019,1189.4057,27935,116,10.25349741,240.819,Reynosa,REY
CH31,26/08/2019,795.116,9615,51,15.5905098,188.5294,Saltillo,SAL
CH32,26/08/2019,485.2035,8420,48,10.10840625,175.4167,San Luis Potosí I,SLP
CH33,26/08/2019,508.8203,43839,202,2.518912376,217.0248,San Luis Potosí II,SLP
CH35,26/08/2019,673.8734,20310,107,6.297882243,189.8131,Santa Anita,GDL
CH36,26/08/2019,1248.862,26857,129,9.681100775,208.1938,Sendero,MTY
CH38,26/08/2019,669.4917,15993,76,8.809101316,210.4342,Tijuana II,TIJ
CH39,26/08/2019,846.3026,21949,94,9.003219149,233.5,Torreón I,TOR
CH40,26/08/2019,1263.741,50849,242,5.222070248,210.1198,Torres,MTY
CH41,26/08/2019,1084.0049,17747,72,15.05562361,246.4861,Tuxtla Gutiérrez,CP
CH42,26/08/2019,1117.687,18921,94,11.89028723,201.2872,Xalapa Las Américas,VER
CH44,26/08/2019,1041.448,21992,92,11.32008696,239.0435,Tampico,TAM
CH45,26/08/2019,762.4758,20350,89,8.56714382,228.6517,Torreón II,TOR
CH46,26/08/2019,1178.592,36816,178,6.621303371,206.8315,Anáhuac,MTY
CH47,26/08/2019,945.695,22427,105,9.006619048,213.5905,Avanta,MTY
CH49,26/08/2019,1286.3473,24591,125,10.2907784,196.728,Mérida,YUC
CH50,26/08/2019,1273.002,31856,162,7.858037037,196.642,Mérida Altabrisa,YUC
CH51,26/08/2019,547.7713,39366,185,2.960925946,212.7892,Mérida Galerías,YUC
CH52,26/08/2019,1496.6189,14401,62,24.13901452,232.2742,Veracruz Boca del Río,VER
CH53,26/08/2019,1331.004,25401,123,10.82117073,206.5122,Villahermosa,TAB
CH54,26/08/2019,1302.1667,19335,86,15.14147326,224.8256,Villahermosa II,TAB
CH55,26/08/2019,421.9152,19625,74,5.701556757,265.2027,Tlaxcala,TLX
CH56,26/08/2019,699.6941,16628,61,11.47039508,272.5902,Tuxtla II,CP
CH57,26/08/2019,589.2237,25346,107,5.506763551,236.8785,Silao,GTO
CH58,26/08/2019,766.0853,20973,96,7.980055208,218.4688,Chihuahua III,CHI
CH59,26/08/2019,709.506,14560,70,10.1358,208,Apodaca II,MTY
CH61,26/08/2019,1447.252,21451,102,14.1887451,210.3039,MTY Nuevo Sur,MTY
CH62,26/08/2019,426.471,6432,28,15.23110714,229.7143,Chili's Ciudadela,GDL
CH63,26/08/2019,677.0585,25817,121,5.595524793,213.3636,Galerías Celaya,GTO
CH64,26/08/2019,426.253,25696,118,3.612313559,217.7627,Chili's Plaza Aurora,MTY
WIN01,26/08/2019,880.759,44962,271,3.25003321,165.9114,Wing's Boulevard,CDMX
